SMILES,LogP
c1cc(OC)ccc1C(C(Cl)(Cl)Cl)OC(=O)C,3.72
N1CCNC1=Nc2c(OC)cc(OC)c(Cl)c2,1.38
N1CCNC1=Nc2c(OC)cc(C)cc2,1.64
Brc1ccc(N=C2NCCN2)cc1,1.75
CC(c1c(NC2=NCCN2)c(C(C)C)ccc1)C,3.04
O1C(CO)C(O)C(O)C(O)C1SCCc2ccccc2,-0.1
CC(C)(C)NC(=O)NO,0.5
c1cc(Cl)ccc1Oc2c(Cl)cc(Cl)cc2Cl,5.92
O=C1CN=C(c2cc(Cl)ccc2N1)c1ccccc1Br,3.17
C[n]1cc([n]c1Cl)[N+]([O-])=O,0.19
c1cc(Cl)ccc1Oc2c(Cl)c(Cl)cc(Cl)c2Cl,6.41
Nc1[nH]c2cc(ccc2[n]1)C#N,1.13
CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1,2.81
CC(C)COC(=O)C1C(c2ccccc2[N+]([O-])=O)C(C(=O)OC)=C(C)NC=1C,3.26
COC(=O)[C@@H](C)N(c1cc(Cl)c(F)cc1)C(=O)c1ccccc1,3.0
CCc1cc(=O)n2c(C)cccc2n1,1.59
CC(C)OC(=O)[C@@H](C)N(c1cc(Cl)c(F)cc1)C(=O)c1ccccc1,3.69
CCC1OC(CO1)COc1ccc(cc1)Oc1ccccc1,4.35
c1ccc2nnn(C(C)CC)c2c1,2.31
c1ccccc1CC(CCC)N,2.79
C[C@@]12CC[C@H]3[C@H](C)CC[C@H]4[C@@H](C)C(=O)O[C@H](O1)[C@]43OO2,2.9
CC(C)C1OC(=O)c2ccccc21,2.1
CC(SC)=NOC(=O)N(C)SN(C)C(=O)OC(C)(C)C,2.8
COC(=O)N(C)SN(C)C(=O)ON=C(C)SC,1.4
CCCCNC(=O)N1C=C(F)C(=O)NC1=O,1.44
C1=C(F)C(=O)NC(=O)N1C(=O)NCCCCCCCC,3.9
CN(O)c1[n]c([n]c([n]1)N(C)C)N(C)C,1.61
n1c(N(C)CC)nc(N(C)CC)nc1N(CC)C,3.9
CN(CO)c1[n]c([n]c([n]1)N(C)CO)N(C)CO,0.4
CC(C)=CCCC(C)=CCCC(CO)=CCCC(C)=CCO,4.7
CC(C)N(C(=O)CSP(=S)(OC)OC)c1ccc(Cl)cc1,3.81
N#CSO,0.32
C1(=O)C=C2C(F)CC3C4CC(C)C(O)(C(=O)COC(=O)C(C)(C)C)C4(C)CC(O)C3(Cl)C2(C)C=C1Cl,4.73
CC1(C)C(C=C(C)C)C1C(=O)OCc2ccccc2,5.49
OC(=O)Cc1cc(C)c(OCc2ccccc2)cc1,3.37
C1C(C)N2C(=O)C(C(=O)N)=CN(C)C2=CC1,0.12
NC(=O)c1c(N(=O)(=O))cccc1OC,-0.26
c1ccc(C)cc1N(=O)=NC(#N),2.49
CON=C(C(=O)NC1C2SCC(=C(N2C1=O)C(=O)OC(C)OC(=O)C)COC(=O)N)c3ccco3,0.89
ClCC1(CCl)C2C(Cl)C(Cl)C1(CCl)C(Cl)(Cl)C2Cl,5.74
O=C(Nc1ccc(cc1)OC(F)(F)F)NC(=O)c1ccccc1Cl,4.91
c1c(OC)c(CCC)cc(OC)c1CC(N)C,3.37
c1c(OC)c(CCCC)cc(OC)c1CC(N)C,4.0
NC(=O)COC(=O)c1ccccc1,0.69
CCNC(=O)COC(=O)c1ccccc1,1.28
CCN(CC)C(=O)COC(=O)c1ccccc1,2.06
CNC(=O)C1=Cc2ccccc2O1,1.85
S1C(=CC(=O)OCC)NC(=O)C1N2CCCCC2,2.34
Cc1cc(ccc1NN=C(C#N)C#N)[N+]([O-])=O,3.55
Cc1ccc(NN=C(C#N)C#N)c(c1)N(=O)=O,2.5
O=C1C=CC(C=C1)=NBr,1.12
CCCCOc1c(cc(CCN)cc1OC)OC,2.32
c1c(OC)c(Br)c(OC)cc1CC(N)C,2.44
CCCCCCCCC1(CC)C(=O)NC(=O)NC1=O,3.78
CCCCCCCCCC1(CC)C(=O)NC(=O)NC1=O,4.0
CCCC(=O)OCCOCn1cnc2C(=O)NC(N)=Nc12,-0.08
O=C1N(C)C(=O)NC(=O)C1(CC=C)CC(Br)=C,1.78
Cc1[n]c(NC(=O)NS(=O)(=O)c2ccccc2Cl)[n]c([n]1)OC,2.0
C[n]1[n][n][n]c1SCC1CO[C@H]2N(C=1C(O)=O)C(=O)[C@]2(NC(=O)C(c1ccc(O)cc1)C(O)=O)OC,-0.58
CCN(CC)CCNC(=O)c1ccccc1OC,1.98
CCN(CC)CCNC(=O)c1c(OC)cc(N)c(C(#N))c1,1.94
Nc1[n]c([n]c(N)[n]1)-c1cc(ccc1)SC(F)(F)F,3.2
n1c(N)nc(N)nc1c2cc(SC)ccc2,2.16
n1c(N)nc(N)nc1c2cc(Br)ccc2OC,1.53
c1cc(Cl)ccc1Oc2c(Cl)ccc(Cl)c2,5.66
c1cc(Cl)ccc1Oc2c(Cl)c(Cl)c(Cl)cc2,6.14
O=C(NC12CC3CC(C1)CC(C2)C3)NP(=O)(N1CC1)N1CC1,1.81
CC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](C(C)C)C(N)=O,0.43
CC(=O)NC(Cc1ccccc1)C(=O)NCC(=O)NC(CC(C)C)C(=O)N,0.6
CC1=NON=C1C(=O)NC,0.56
N1=C(N)SC=C1C(=NOC)C(=O)NC2C3SCC(CSC4=NN=NN4C)=C(C(=O)OCOC(=O)C(C)(C)C)N3C2=O,1.74
O=C1CN=C(c2cc(Br)ccc2N1)c1ccccc1Br,3.3
O=C1CN=C(c2cc(Br)ccc2N1)c1cc(Br)ccc1,3.88
O=C1CN=C(c2cc(Br)ccc2N1)c1cc(Cl)ccc1,3.63
O=C1CN=C(c2cc(Br)ccc2N1)c1ccc(Cl)cc1,3.78
CN(C)C(=O)c1cc(ccc1)Oc1ccccc1,2.57
Cc1ccc(C)cc1Oc2cc(C(=O)NC(C)C)ccc2,4.35
Cc1ccc(C)cc1Oc2cc(C(=O)NC)ccc2,3.76
CC(=O)N1CCN(CC1)c1ccc(cc1)OC[C@H]1CO[C@@](C[n]2c[n]cc2)(O1)c1ccc(Cl)cc1Cl,4.35
CC(C)c1[n][n]c(N)o1,0.2
[O-][N+](=O)c1ccc(cc1)OCCN1CCOCC1,1.54
CCCOc1ccccc1NC(=O)OCCN1CCOCC1,2.78
CCCCOc1ccccc1NC(=O)OCCN1CCOCC1,3.25
CCCCCOc1ccccc1NC(=O)OCCN1CCOCC1,3.7
CCCCCCOc1ccccc1NC(=O)OCCN1CCOCC1,4.24
CCCOc1cccc(c1)NC(=O)OCCN1CCOCC1,3.04
CCCCOc1cccc(c1)NC(=O)OCCN1CCOCC1,3.62
CCCCCOc1cccc(c1)NC(=O)OCCN1CCOCC1,4.13
CCCCCCOc1cccc(c1)NC(=O)OCCN1CCOCC1,4.73
CCCOc1ccc(cc1)NC(=O)OCCN1CCOCC1,2.78
CCCCOc1ccc(cc1)NC(=O)OCCN1CCOCC1,3.35
CCCCCCOc1ccc(cc1)NC(=O)OCCN1CCOCC1,4.51
CCCCCCCOc1ccc(cc1)NC(=O)OCCN1CCOCC1,4.96
COC2Cc1c(O)cc(O)cc1OC2c3ccc(O)c(O)c3,1.0
CC(=O)NC(Cc1ccc(O)cc1)C(=O)NC(CC(C)C)C(=O)N,0.32
CCCCCOc1ccc(cc1)NC(=O)OCCN1CCOCC1,3.96
O=NN1CC(C)CC(C)C1,1.53
COC(=O)Nc1cc(ccc1)C#N,1.77
C1(=O)C=C2C(F)CC3C4CC5C(C(=O)CO)(OC(C)(C)O5)C4(C)CC(O)C3(F)C2(C)C=C1Cl,2.99
CC1=C(c2ccc(OC)cc2)SSC1=S,4.1
CC(CCCc1ccccc1)Oc4cc3NC(C)C2CCC(O)CC2c3c(OC(C)=O)c4,5.7
Cc1[n]o[n+]([O-])c1Cl,0.9
c1cc(C(=O)O)ccc1N=NN(C)Cc2ccc(Cl)cc2,4.85
OC(=O)c1ccc(N=NN(C)Cc2ccc(N(=O)(=O))cc2)cc1,4.03
OC(=O)c1ccc(N=NN(C)Cc2ccc(C)cc2)cc1,4.75
OC(=O)c1ccc(N=NN(C)Cc2ccc(OC)cc2)cc1,4.43
CN(N=Nc(cc2)ccc2C(O)=O)Cc(cc1)ccc1NC(C)=O,3.35
C(#N)c1ccc(N=NN(C)Cc2ccccc2)cc1,3.82
C1CCCCN1CC(=O)Nc2cc(OCC)ccc2,3.17
c1cc(C(=O)O)ccc1N=NN(C)Cc2ccccc2,4.04
C(F)(F)(F)CCCCCO,1.64
C1CN2C(=O)C=CN=C2CC1,-0.14
Oc1ccccc1C(=O)OCC(=O)N(CC)CC,1.99
COc1[n]c(ccc1Cc1c[n]c(N)[n]c1N)OC,2.01
[O-][N+](=O)c1c[n]c(Br)[nH]1,0.71
COC(=O)N(C)SN(C)C(=O)Oc1cccc2CC(C)(C)Oc12,3.0
CCOC(=O)N(C)SN(C)C(=O)Oc1cccc2CC(C)(C)Oc12,3.5
CCCCOC(=O)N(C)SN(C)C(=O)Oc1cccc2CC(C)(C)Oc12,4.7
c1(C)cc(Br)cc(C)c1N=C2NCCN2,2.8
COc1cc(Cl)c(NC2NCCN=2)c(Cl)c1,1.6
c1(Cl)cccc(Br)c1N=C2NCCN2,1.73
Clc1cc(N(=O)(=O))cc(Cl)c1N=C2NCCN2,2.1
CCOCC(O)Cn1c(N(=O)(=O))ncc1,0.04
NC1CCN(N=1)c1cc(ccc1)C(F)(F)F,2.56
O=C(Nc1ccccc1)N(Cc1ccc(Cl)cc1)C1CCCC1,4.82
NC(=O)c1c(F)cccc1Cl,0.49
o1c(c2ncccc2)nnc1C,0.46
CC(C)OC(=O)C1C(C(C(=O)OCCOC)=C(C)NC=1C)c1cc(ccc1)[N+]([O-])=O,3.05
Ic1c(N(C(=O)C)CCO)c(I)c(C(=O)NCC(O)CO)c(I)c1C(=O)NCC(O)CO,-2.47
CNC(=O)Nc1c(OCCN2CCCC2)c(OC)c2occc2c1OC,1.38
n1c(N)c2N=CNc2nc1,-0.05
CCCCCCCCCCCC(=O)N1CCCC1=O,5.05
COC(=O)NC1=NCC(c2ccccc2)N1C,1.57
COC(=O)NC1=NCC(c2ccccc2F)N1C,1.53
COC(=O)NC1=NCC(c2ccccc2Cl)N1C,2.08
CCOC(=O)NC1=NCC(c2cccc(C)c2C)N1C,2.57
[N-]=[N+]=N[C@H]1C[C@@H](O[C@@H]1CO)[n]1c[n]c2c(N)[n]c[n]c12,0.35
O1C(CO)C(N=N#N)CC1N2C=NC3=C2N=C(N)NC3=O,-0.33
CC(C)Oc1cc(ccc1)NC(=O)c1ccccc1C(F)(F)F,3.7
CNC(=C[N+]([O-])=O)NCCSCc1ccc(CN(C)C)o1,0.27
CC(SC)=NOC(=O)N(C)SN(C)C(=O)OCCCCCC,4.2
CSC(C)=NOC(=O)N(C)SN(CCCC)C(=O)OCCCC,4.2
CC(SC)=NOC(=O)N(C)SN(CCCC)C(=O)OC,2.5
c1ccccc1C=CNC=O,1.95
O=CNC=Cc1ccc(OC(=O)C)cc1,1.32
c1cc2N=NN(C3CCCC3)c2cc1,2.61
C1=CC2=NN(C3CCCCC3)N=C2C=C1,3.63
O=CNC=Cc1ccc(C(#N))cc1,1.62
CCCCCCCCN(C)/N=N/c1ccc(cc1)C(N)=O,4.7
C1=CC2=NN(C3CCCC3)N=C2C=C1,3.04
c1cc2N=NN(C3CCCCC3)c2cc1,3.11
CCCC(=O)OCN1C=C(F)C(=O)NC1=O,0.47
OC(=O)C1CC[n]2c(ccc21)C(=O)c1ccc(F)cc1,2.82
COc1cc(cc(c1OC)C(=O)NCC1CCCN1CC=C)S(N)(=O)=O,1.47
Cc1cccc(C)c1NC(=O)CCN,0.62
N#CC(C#N)=NNc1ccc(cc1)/N=N/c1ccccc1,4.25
Clc1cc(ccc1)Oc1cc(Cl)c(Cl)cc1,5.74
CC(C)=CCC1(C)C(=O)NC(=O)NC1=O,1.17
CN(C)/N=N/c1ccccc1I,3.5
CN(C)/N=N/c1ccccc1CO,1.73
c1cc(N=NN(C)CC=C)ccc1C(=O)N,2.09
CON(C)/N=N/c1ccc(cc1)C(N)=O,1.19
CNC(=O)c1ccccc1/N=N/N(C)C,1.83
CN(C)/N=N/c1ccccc1C(=O)NCC#N,1.79
CN(C)N=Nc1ccccc1C(=O)NNC(=O)C,1.18
Cc1ccc(N=NN(C)C(=O)C)cc1,3.23
CN(C)/N=N/c1ccccc1C(=O)NN,1.28
N1C=NC(N=NN(C)CC#C)=C1C(=O)N,0.33
c1ccccc1C(=O)NCCCN(CC)CC,1.56
C1=C(F)C(=O)NC(=O)N1C(=O)OCc2ccccc2,1.18
C1=C(F)C(=O)NC(=O)N1C(=O)OCCCCCC,2.04
COCc1ccc(cc1)C(O)=O,1.76
c1ccccc1CC(=O)N(c2c(C)cccc2C)CCCN3CCCCC3,5.28
CC(C)=CCC1(C(C)C)C(=O)NC(=O)NC1=O,2.23
c1cc(N(=O)(=O))oc1C=CC(#N),1.05
Oc1c(Cl)c2CCNCC(c2cc1O)c1ccc(O)cc1,2.39
c1ccc2nnn(C(C)CCC)c2c1,2.95
c1ccccc1CC(CCCC)N,3.36
c1ccccc1CC(C(C)(C)C)N,2.91
Clc1cc2Oc3c(ccc(Cl)c3Cl)Oc2c(Cl)c1,6.43
c1cc(N(=O)(=O))oc1C=CBr,2.45
c1ccccc1C(C#N)=NOP(=O)(N)OCC,0.72
c1cc(Cl)ccc1C(C#N)=NOP(=O)(OCC)NC,2.5
c1cc(N(=O)=O)ccc1C(C#N)=NOP(=O)(OCC)NCC,1.76
c1cc(OC)ccc1C(C#N)=NOP(=O)(OCC)NCC,2.39
CC(N)Cc1c(OC)cc(N(=O)(=O))c(OC)c1,1.74
CC1(C)CNC(NC1)=NN=C(/C=C/c1ccc(cc1)C(F)(F)F)/C=C/c1ccc(cc1)C(F)(F)F,2.31
Clc1cc2c3c(oc2cc1)c(Cl)c(Cl)c(Cl)c3Cl,6.79
c1cc(N(=O)=O)ccc1C(=O)N(C(C)(C)C)NC(=O)c2ccccc2,2.63
Clc1cc2c(oc3c2c(Cl)c(Cl)c(Cl)c3Cl)c(Cl)c1Cl,7.92
"CC(Cc1ccc(cc1)C(C)(C)C)CN1C[C@@H](C)O[C@@H](C)C1 |o1:16,19|",4.93
Nc1ccc2[n]c3cccc[n]3c2[n]1,1.38
Cc1ccc[n]2c3[n]c(N)ccc3[n]c21,1.75
Brc1cc2c(cc1Br)oc1cc(Br)c(Br)cc21,6.1
O1C(COC(=O)C)C(OC(=O)C)C(OC(=O)C)C(OC(=O)C)C1N2C(N(=O)=O)=NC=C2,0.52
O=NN1CC(C)NC(C)C1,0.73
CCc1ccccc1C(N)=O,1.17
C1C2CCC1CC2Cl,3.35
COCCN(CCOC)N=O,-0.38
CCOCCN(CCOCC)N=O,0.79
Brc1cc(-c2cc(Br)c(Br)cc2Br)c(Br)cc1,7.1
Clc1c(c(c2cc(ccc2c1Cl)Cl)Cl)Cl,7.0
Cc1cc2c([nH]c3ccccc23)[n]c1N,2.9
COc1[n]c[nH]c1[N+]([O-])=O,0.13
CC1(C)[C@H]([C@H]1/C=C(\Cl)/C(F)(F)F)C(=O)O[C@H](C#N)c1cccc(c1)Oc1ccccc1,6.9
CC(=O)OCCN(CCC#N)c1ccc(cc1)N=Nc1[n]c2ccc(cc2[s]1)[N+]([O-])=O,4.08
CC(=O)OC(COC(C)=O)C[n]1cc[n]c1[N+]([O-])=O,-0.05
CCS(=O)(=O)CCn1c(N(=O)(=O))ncc1,-0.58
C1(N(=O)=O)=NC=CN1CC(O)COC=CC,0.28
c1cc(N(=O)(=O))oc1C=C(N(=O)(=O))C(=O)OC,1.6
Clc1cc(Cl)c(-c2c(Cl)c(Cl)ccc2Cl)c(Cl)c1,6.75
C1CCCCN1CCC(C(=O)N)(c2ccccc2Cl)CCN(C(C)C)C(C)C,4.78
CNS(=O)(=O)c1nnc(NC(C)=O)s1,0.49
CC2OC(CC(OC(=O)C1OC(O)CC(O)C1O)C2O)OC3C(O)CC(OC3C)OC9C(O)CC(OC8CCC4(C)C(CCC5C4CC(O)C6(C)C(CCC56O)C7=CC(=O)OC7)C8)OC9C,-1.77
Cc1ccc(CCOc2ccc(cc2)NC(=O)N(C)OC)cc1,3.81
CC1(C)C(C1C=C(Cl)Cl)C(=O)OC(C#N)c1ccc(F)c(c1)Oc1ccccc1,5.95
O=C1NC(=O)[C@@]2(CCOc3ccc(F)cc23)N1,0.78
c1c(S(=O)(=O)OCC)cc2C(C)(C)COc2c1,2.41
c1ccccc1C(=O)OCC(=O)NC(=O)C,1.24
S1C=CC=C1CC(=O)NC2C3SCC(COC(=O)C)=C(C(=O)OCOC(=O)C(C)(C)C)N3C2=O,1.57
c1ccc2CC(C)(C)Oc2c1OC(=O)N(C)SN(CCCC)C(=O)OC,4.6
c1c(OC)c2C(=O)c3c(O)c4C(OC5CC(NC(=O)CN(C)C)C(O)C(C)O5)CC(O)(C(=O)C)Cc4c(O)c3C(=O)c2cc1,1.26
N#Cc1c[n][n]cc1,-0.63
CC(=O)Nc1cc(c(cc1N=Nc1c(Br)cc(cc1[N+]([O-])=O)[N+]([O-])=O)OC)N(CC=C)CCC#N,5.4
n1c(N)nc(N)c(Cc2cc(OC)c(SC)cc2)c1,1.92
CSc1c(cc(Cc2c[n]c(N)[n]c2N)cc1OC)OC,1.54
Clc1cc(Cl)c(cc1)Oc1ccccc1Cl,4.96
Oc1ccc(Nc2c(Cl)cccc2Cl)c(CC(O)=O)c1,3.94
CN/C(/NCCSCc1c[s]c(N=C(N)N)[n]1)=N\C#N,0.68
CCN1c2c(CCC)c3OC(=CC(=O)c3cc2C(=O)C=C1C(O)=O)C(O)=O,2.22
CC(C)(C)C(O)C(CC(=O)C(C)(C)C)n1cncn1,1.95
c1ccccc1CCC=NOC,2.14
c1cc(Cl)ccc1NC(=O)NN,0.87
c1ccc2nnn(CCCCC)c2c1,3.22
CCCCCC[n]1[n]c2ccccc2[n]1,4.24
c1ccc2nnn(C(C)C)c2c1,1.98
c1ccc2nnn(C(C)CCCC)c2c1,3.44
CC(C)[n]1[n]c2ccccc2[n]1,2.53
CCCCC(C)[n]1[n]c2ccccc2[n]1,3.78
c1ccc2nnn(CCCO)c2c1,0.91
c1ccc2nnn(CCCCO)c2c1,1.03
c1ccc2nnn(CCCCCO)c2c1,1.51
OCCC[n]1[n]c2ccccc2[n]1,1.4
OCCCC[n]1[n]c2ccccc2[n]1,1.57
OCCCCC[n]1[n]c2ccccc2[n]1,2.09
OCCCCCC[n]1[n]c2ccccc2[n]1,2.26
c1ccc2nnn(CCCCCC(=O)O)c2c1,0.86
C1=CC2=NN(CCCCC(=O)O)N=C2C=C1,0.94
OC(=O)CCCCC[n]1[n]c2ccccc2[n]1,1.51
c1cc2N=NN(CC(=O)OCC)c2cc1,1.3
CCOC(CCCN1N=Nc2ccccc12)=O,1.86
c1ccc2nnn(CCCCC(=O)OCC)c2c1,2.2
c1ccc2nnn(CCCCCC(=O)OCC)c2c1,2.68
C1=CC2=NN(CC(=O)OCC)N=C2C=C1,1.85
CCOC(=O)CCCC[n]1[n]c2ccccc2[n]1,2.85
CCOC(=O)CCCCC[n]1[n]c2ccccc2[n]1,3.17
NC(=O)C[n]1[n][n]c2ccccc12,-0.1
c1ccc2nnn(CCCC(=O)N)c2c1,0.37
c1ccc2nnn(CCCCC(=O)N)c2c1,0.58
c1ccc2nnn(CCCCCC(=O)N)c2c1,0.79
NC(=O)C[n]1[n]c2ccccc2[n]1,0.28
NC(=O)CCC[n]1[n]c2ccccc2[n]1,0.78
NC(=O)CCCC[n]1[n]c2ccccc2[n]1,1.01
NC(=O)CCCCC[n]1[n]c2ccccc2[n]1,1.41
CC(C)(C)N=C1SCN(C(=O)N1C(C)C)c1ccccc1,4.3
c4cncn4C13CC2CC(C3)CC(C2)C1,2.9
CNC(=O)CCc1c[nH]c2ccccc12,1.23
Cc1cc(NC(C)=O)c(C)cc1O,0.6
CC(=O)Nc1c(C)c(C)c(O)c(C)c1,0.82
CCOC(=O)C(=Cc1ccc(o1)[N+]([O-])=O)C(=O)OCC,2.5
O=C1N(C)C(=O)NC(=O)C1(C(C)CC)CC(Br)=C,2.43
CCOc2cc(Cc1cnc(N)nc1N)cc(OC)c2C(C)=C,2.65
CN1C(CO)C(O)C(O)C(O)C1O,-2.4
CC(Cl)C(=O)Nc1ccc(cc1)C2=NNC(=O)CC2C,1.4
Clc1cc(Cl)c2oc3c(c2c1)c(Cl)c(Cl)cc3Cl,6.34
CCCc1[n][n]c(N)o1,0.23
CC(C)Cc1[n][n]c(N)o1,0.4
CC(C)(C)c1[n][n]c(N)o1,0.48
CCCCCc1[n][n]c(N)o1,1.1
CCCCCCc1[n][n]c(N)o1,1.43
Clc1ccc(-c2cc(Cl)c(Cl)c(Cl)c2)c(Cl)c1Cl,7.6
CCCCOC(=O)C(C)Oc1ccc(cc1)Oc1ccc(c[n]1)C(F)(F)F,4.5
CNC(=O)C1=Cc2ccccc2N1,1.9
CCNC(=O)c1cc2ccccc2[nH]1,2.32
COC(=O)NC1=NCC(c2ccc(C(C)C)cc2)N1,2.6
COC(=O)NC1=NCC(c2ccccc2Br)N1,1.85
COC(=O)NC1=NCC(c2cc(Br)ccc2)N1,2.09
n1c(N)nc(N)c(Cc2ccc(N)cc2)c1,0.22
n1c(N)nc(N)c(Cc2ccc(N(C)C)cc2)c1,1.82
c1nc(N)nc(N)c1Cc2cc(Cl)ccc2,2.29
C1CCCN1P(=O)(N(CC)CC)N(CC)CC,2.39
C1(CCC2)=C2N=C3C=CC(C)=CN3C1=O,1.63
n1c(OCCC)cncc1,1.84
CC(C)[C@H](C(=O)OC(C#N)c1cccc(c1)Oc1ccccc1)c1ccc(cc1)OC(F)F,6.2
OC(=O)Cc1ccccc1Nc2c(Cl)c(Cl)ccc2,4.86
OC(=O)Cc1ccccc1Nc1ccccc1,3.49
CCCCOC(NC(=O)c1ccccc1O)C(Cl)(Cl)Cl,4.45
Cc1ccccc1N1C(=O)CCC1=O,0.29
CN2C(=C(O)c1sc(Cl)cc1S2(=O)=O)C(=O)Nc3ccccn3,2.62
C1=C(C)N2C(=O)C(CC)=C(C)N=C2C=C1,1.86
C1C(C)N2C(=O)C(CC)=C(C)N=C2CC1,1.43
CCC1N=C2C=CC=C(C)N2C(=O)C=1C,1.87
CC1=CC=CC2=NC(CCC)=C(CC)C(=O)N12,2.37
CN1CCN(CC1)c1cc2c(cc1F)C(=O)C(=CN2CC)C(O)=O,0.27
CCN1C=C(C(O)=O)C(=O)c2cc(F)c(cc12)N1CCNCC1,-1.03
CC1C(N=Nc2ccc(Cl)cc2[N+]([O-])=O)=C(O)N(CC)C(=O)C=1C#N,3.4
CC(=O)c1cc(ccc1)N1C(N)=NC(N)=NC1(C)C,-0.22
c1c(OCCCC)cccc1N2C(N)=NC(N)=NC2(C)C,2.03
Clc1ccc(Cl)c2c1oc1c2c(Cl)cc(Cl)c1Cl,6.34
Clc1cc2oc3c(c2cc1)c(Cl)cc(Cl)c3Cl,6.23
Clc1ccc(Cl)c2c1oc1c2c(Cl)ccc1Cl,5.6
c1(Cl)c(Cl)c2c3c(Cl)ccc(Cl)c3oc2c(Cl)c1,6.59
c1ccc2S(=O)(=O)N=C(C)Nc2n1,-0.25
c1cc(C(C)(C)C)ccc1C(c2ccccc2)CCN(C)C,5.1
c1ccccc1N(Cc2ccc(C(C)(C)C)cc2)CCN(C)C,5.34
CN(C)C(=O)Nc1cc(ccc1)OCCc1ccccc1,3.39
Clc1cc(Cl)c2c3c(ccc(Cl)c3Cl)oc2c1Cl,6.51
C1N2C(=O)c3c(C)cccc3N=C2CC1,1.59
c1cnccc1c2cnc(Cl)c(C#N)c2,1.74
c1cnccc1c2cnc(OC)c(C#N)c2,2.02
C1CN2C(=O)C(C(=O)OCC)=CN=C2CC1C,0.66
C(C)(C)OCC(O)Cn1c(N(=O)(=O))ncc1,0.51
COCCn1c(N(=O)(=O))ncc1,0.12
c2ccccc2OCCCn1c(N(=O)(=O))ncc1,2.38
CCOCCn1c(N(=O)(=O))ncc1,0.53
[O-][N+](=O)c1[n]cc[n]1CCOc1ccccc1,1.89
COCC(O)Cn1c(C)nc(N(=O)(=O))c1,-0.36
CS(=O)(=O)CC[n]1cc[n]c1[N+]([O-])=O,-1.3
CNC(=O)ON=Cc1ccc(Cl)cc1,2.27
Cc1c[n]c(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)[s]1,3.43
n1c(N)nc(N)c(Cc2cc(OC)c(SCC)c(OC)c2)c1,1.79
Nc2ccn(C1CC(CO)C(O)C1O)c(=O)n2,-2.41
CCN1N=NN(CCN2CCC(COC)(CC2)N(c2ccccc2)C(=O)CC)C1=O,2.16
CCS(=O)(=O)c1cc(OC)c(OC)c(c1)OC,1.05
CC(C)CCS(=O)(=O)c1cc(OC)c(OC)c(c1)OC,2.12
c1ccccc1C(O)CS(=O)(=O)c2cc(OC)c(OC)c(OC)c2,1.65
CN(CCCC)CCS(=O)(=O)c1cc(OC)c(OC)c(OC)c1,2.05
c1c(OC)c(OC)c(OC)cc1S(=O)(=O)CCN(CCCC)CCCC,3.55
CCN(CC)CCNC(=O)c1c(OC)ccc(Br)c1,3.2
CCOC(=O)[C@@H](C)Oc1ccc(cc1)Oc1[n]c2ccc(Cl)cc2o1,4.58
COc1c(cc2CC[C@H](NC(=O)C(F)(F)F)C3=CC(=O)C(O)=CC=C3c2c1OC)OC,1.82
CC(=O)NC(=O)NCC,-0.01
[Br-].C[N+](C)(C)Cc1cc(ccc1)[N+]([O-])=O,-2.66
[Br-].C[N+](C)(C)Cc1cc(ccc1)C(N)=O,-2.8
[Br-].C[N+](C)(C)Cc1cccc(N)c1,-2.5
[Br-].C[N+](C)(C)Cc1cccc(O)c1,-2.4
[Br-].C[N+](C)(C)Cc1cc(ccc1)C(F)(F)F,-1.35
Cc1ccc(CC2=CN=C(NC2=O)NCCCCc2[n]cccc2OC)c[n]1,2.58
COc1ccc(cc1Cl)C(=O)CCCC(=O)O,2.17
c3c(C)cccc3O[Si]12OCCN(CCO2)CCO1,0.15
O=C(Nc1cc(Cl)c(Oc2[n]cc(cc2Cl)C(F)(F)F)c(Cl)c1)NC(=O)c1c(F)cccc1F,5.8
n1c(N)nc(N)c(Cc2cc(O)c(O)c(OC)c2)c1,-0.31
O=C1CC(C(=O)OC)CN1CCCCCC,2.3
Cc1[n][n](C)c(OCC(=O)c2ccccc2)c1C(=O)c1ccc(Cl)cc1Cl,3.69
Clc1cc(Cl)ccc1Oc2c(Cl)c(Cl)c(Cl)cc2,6.28
Clc1cc(Cl)ccc1Oc2c(Cl)c(Cl)c(Cl)c(Cl)c2,6.72
Clc1c(Cl)c(Cl)ccc1Oc2c(Cl)c(Cl)c(Cl)cc2,6.82
Clc1c(Cl)c(Cl)ccc1Oc2c(Cl)c(Cl)c(Cl)c(Cl)c2,7.28
Clc1cccc2Oc3cc(Cl)c(Cl)c(Cl)c3Oc12,6.39
COc1cc(N)c(cc1C(=O)NCC1CCCN1CC)S(=O)(=O)CC,1.1
COC(=O)N1C(=O)NC(=O)C(F)=C1,-0.68
C1(=O)NC(=O)C(F)=CN1C(=O)OCC(C)C,0.87
Clc1cc(Cl)c(Cl)cc1Oc1cc(Cl)c(Cl)cc1Cl,6.72
NC(=O)CCCc1cc[n]cc1,-0.09
Clc1c2Oc3ccc(Cl)c(Cl)c3Oc2cc(Cl)c1Cl,6.74
Clc1cc(Cl)c2Oc3cc(Cl)c(Cl)c(Cl)c3Oc2c1,6.53
