SMILES,InChI,Sol,source
Clc1cc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)cc1,InChI=1S/C12H4Cl6/c13-5-1-2-8(14)6(3-5)7-4-9(15)11(17)12(18)10(7)16/h1-4H,-4.123446282645801,PhysProp
Clc1cc(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)cc1,InChI=1S/C12H3Cl7/c13-4-1-2-6(14)5(3-4)7-8(15)10(17)12(19)11(18)9(7)16/h1-3H,-4.338154451014062,PhysProp
Clc1cc(-c2c(Cl)c(Cl)ccc2Cl)c(Cl)c(Cl)c1,InChI=1S/C12H4Cl6/c13-5-3-6(11(17)9(16)4-5)10-7(14)1-2-8(15)12(10)18/h1-4H,-3.5969740416718463,PhysProp
Clc1cc(Cl)c(-c2ccccc2)c(Cl)c1Cl,InChI=1S/C12H6Cl4/c13-8-6-9(14)11(15)12(16)10(8)7-4-2-1-3-5-7/h1-6H,-2.814974925186801,PhysProp
Clc1c(cccc1Cl)-c1cc(Cl)c(Cl)c(Cl)c1Cl,InChI=1S/C12H4Cl6/c13-7-3-1-2-5(9(7)15)6-4-8(14)11(17)12(18)10(6)16/h1-4H,-3.9863039664105586,PhysProp
Clc1c(-c2ccccc2)c(Cl)ccc1Cl,InChI=1S/C12H7Cl3/c13-9-6-7-10(14)12(15)11(9)8-4-2-1-3-5-8/h1-7H,-2.787451981822432,PhysProp
Clc1cc(Cl)c(-c2cc(Cl)c(Cl)cc2)c(Cl)c1,InChI=1S/C12H5Cl5/c13-7-4-10(16)12(11(17)5-7)6-1-2-8(14)9(15)3-6/h1-5H,-3.432076994962955,PhysProp
Clc1cc(Cl)c(-c2cc(Cl)ccc2)c(Cl)c1,InChI=1S/C12H6Cl4/c13-8-3-1-2-7(4-8)12-10(15)5-9(14)6-11(12)16/h1-6H,-2.814974925186801,PhysProp
Clc1cc(Cl)c(-c2cccc(Cl)c2Cl)c(Cl)c1Cl,InChI=1S/C12H4Cl6/c13-6-3-1-2-5(10(6)16)9-7(14)4-8(15)11(17)12(9)18/h1-4H,-3.8110222695490705,PhysProp
Clc1cc(Cl)c(cc1)-c1ccc(Cl)c(Cl)c1Cl,InChI=1S/C12H5Cl5/c13-6-1-2-7(10(15)5-6)8-3-4-9(14)12(17)11(8)16/h1-5H,-3.499766344865079,PhysProp
O=C(Nc1ccccc1)N(Cc1ccc(Cl)cc1)C1CCCC1,"InChI=1S/C19H21ClN2O/c20-16-12-10-15(11-13-16)14-22(18-8-4-5-9-18)19(23)21-17-6-2-1-3-7-17/h1-3,6-7,10-13,18H,4-5,8-9,14H2,(H,21,23)",-13.20842000799452,PhysProp
Cc1cccc(C)c1N(C[n]1ccc[n]1)C(=O)CCl,"InChI=1S/C14H16ClN3O/c1-11-5-3-6-12(2)14(11)18(13(19)9-15)10-17-8-4-7-16-17/h3-8H,9-10H2,1-2H3",-10.401092374314741,PhysProp
Clc1cc(Cl)c(cc1)-c1c(Cl)cccc1Cl,InChI=1S/C12H6Cl4/c13-7-4-5-8(11(16)6-7)12-9(14)2-1-3-10(12)15/h1-6H,-3.054862918653385,PhysProp
Clc1cc(cc(Cl)c1)-c1cc(Cl)c(Cl)cc1Cl,InChI=1S/C12H5Cl5/c13-7-1-6(2-8(14)3-7)9-4-11(16)12(17)5-10(9)15/h1-5H,-3.5969740416718463,PhysProp
Clc1cc(Cl)c(cc1)-c1c(Cl)c(Cl)cc(Cl)c1Cl,InChI=1S/C12H4Cl6/c13-5-1-2-6(7(14)3-5)10-11(17)8(15)4-9(16)12(10)18/h1-4H,-3.6523074796037496,PhysProp
Clc1c(cc(Cl)c(Cl)c1Cl)-c1c(Cl)cccc1Cl,InChI=1S/C12H4Cl6/c13-6-2-1-3-7(14)9(6)5-4-8(15)11(17)12(18)10(5)16/h1-4H,-3.8110222695490705,PhysProp
Clc1cccc(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c1Cl,InChI=1S/C12H3Cl7/c13-5-3-1-2-4(7(5)14)6-8(15)10(17)12(19)11(18)9(6)16/h1-3H,-4.417156508653385,PhysProp
Clc1cc(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c1,InChI=1S/C12H2Cl8/c13-3-1-4(7(15)5(14)2-3)6-8(16)10(18)12(20)11(19)9(6)17/h1-2H,-4.417156508653385,PhysProp
O=C(Nc1cc(Cl)c(Oc2[n]cc(cc2Cl)C(F)(F)F)c(Cl)c1)NC(=O)c1c(F)cccc1F,"InChI=1S/C20H9Cl3F5N3O3/c21-10-5-9(30-19(33)31-17(32)15-13(24)2-1-3-14(15)25)6-11(22)16(10)34-18-12(23)4-8(7-29-18)20(26,27)28/h1-7H,(H2,30,31,32,33)",-13.804524827571662,PhysProp
Clc1cc(ccc1)-c1cc(Cl)c(Cl)cc1Cl,InChI=1S/C12H6Cl4/c13-8-3-1-2-7(4-8)9-5-11(15)12(16)6-10(9)14/h1-6H,-3.2539322049771404,PhysProp
Clc1cc(cc(Cl)c1)-c1c(Cl)c(Cl)cc(Cl)c1Cl,InChI=1S/C12H4Cl6/c13-6-1-5(2-7(14)3-6)10-11(17)8(15)4-9(16)12(10)18/h1-4H,-3.9863039664105586,PhysProp
O=C(Nc1ccc(F)cc1F)c1ccc[n]c1Oc1cc(ccc1)C(F)(F)F,"InChI=1S/C19H11F5N2O2/c20-12-6-7-16(15(21)10-12)26-17(27)14-5-2-8-25-18(14)28-13-4-1-3-11(9-13)19(22,23)24/h1-10H,(H,26,27)",-6.643477553487964,PhysProp
COCC(C)N(C(=O)CCl)c1c(C)c[s]c1C,"InChI=1S/C12H18ClNO2S/c1-8-7-17-10(3)12(8)14(11(15)5-13)9(2)6-16-4/h7,9H,5-6H2,1-4H3",-7.458223811421597,PhysProp
CC(CC)SP(=O)(OCC)N1CCSC1=O,"InChI=1S/C9H18NO3PS2/c1-4-8(3)16-14(12,13-5-2)10-6-7-15-9(10)11/h8H,4-7H2,1-3H3",-11.099995045962434,PhysProp
Cc1[n]c([n]c([n]1)OC)N(C)C(=O)NS(=O)(=O)c1ccccc1C(=O)OC,"InChI=1S/C15H17N5O6S/c1-9-16-13(18-14(17-9)26-4)20(2)15(22)19-27(23,24)11-8-6-5-7-10(11)12(21)25-3/h5-8H,1-4H3,(H,19,22)",-15.50285855611298,PhysProp
O=C1c2cc(F)ccc2N=C(N1c1ccc(Cl)cc1Cl)[n]1c[n]c[n]1,InChI=1S/C16H8Cl2FN5O/c17-9-1-4-14(12(18)5-9)24-15(25)11-6-10(19)2-3-13(11)22-16(24)23-8-20-7-21-23/h1-8H,-12.362408032557125,PhysProp
CS(=O)(=O)c1cc(ccc1C(=O)c1c[n]oc1C1CC1)C(F)(F)F,"InChI=1S/C15H12F3NO4S/c1-24(21,22)12-6-9(15(16,17)18)4-5-10(12)13(20)11-7-19-23-14(11)8-2-3-8/h4-8H,2-3H2,1H3",-11.063727411944491,PhysProp
CC(O[N+]([O-])=O)C(C)O,"InChI=1S/C4H9NO4/c1-3(6)4(2)9-5(7)8/h3-4,6H,1-2H3",-7.346759121398495,PhysProp
CCC(O)CO[N+]([O-])=O,"InChI=1S/C4H9NO4/c1-2-4(6)3-9-5(7)8/h4,6H,2-3H2,1H3",-7.0199540814923305,PhysProp
CCC(CO)O[N+]([O-])=O,"InChI=1S/C4H9NO4/c1-2-4(3-6)9-5(7)8/h4,6H,2-3H2,1H3",-7.037407753945367,PhysProp
CC(O)CCO[N+]([O-])=O,"InChI=1S/C4H9NO4/c1-4(6)2-3-9-5(7)8/h4,6H,2-3H2,1H3",-7.522968875844585,PhysProp
[O-][N+](=O)OCCCO,"InChI=1S/C3H7NO4/c5-2-1-3-8-4(6)7/h5H,1-3H2",-7.540118963279995,PhysProp
[O-][N+](=O)OCCCCO,"InChI=1S/C4H9NO4/c6-3-1-2-4-9-5(7)8/h6H,1-4H2",-7.970439059179218,PhysProp
CC(O)CCCO[N+]([O-])=O,"InChI=1S/C5H11NO4/c1-5(7)3-2-4-10-6(8)9/h5,7H,2-4H2,1H3",-8.111096132598025,PhysProp
CC(CCCO)O[N+]([O-])=O,"InChI=1S/C5H11NO4/c1-5(3-2-4-7)10-6(8)9/h5,7H,2-4H2,1H3",-7.765276654233905,PhysProp
ClC(Cl)(Cl)Cl,"InChI=1S/CCl4/c2-1(3,4)5",0.08657737903019548,FreeSolZangPhysProp
CCO,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",-5.064361432041091,FreeSolMinnesotaZangPhysProp
CC(C)SC(C)C,"InChI=1S/C6H14S/c1-5(2)7-6(3)4/h5-6H,1-4H3",-1.1976351991779244,FreeSolPhysProp
ClCCCCl,InChI=1S/C3H6Cl2/c4-2-1-3-5/h1-3H2,-1.8991399266427857,FreeSolZangPhysProp
CCCCCCCI,"InChI=1S/C7H15I/c1-2-3-4-5-6-7-8/h2-7H2,1H3",0.2672962442294942,FreeSolZangPhysProp
COCCOC,"InChI=1S/C4H10O2/c1-5-3-4-6-2/h3-4H2,1-2H3",-4.876058082806893,FreeSolMinnesotaZang
O=c1[nH]cc(I)c(=O)[nH]1,"InChI=1S/C4H3IN2O2/c5-2-1-6-4(9)7-3(2)8/h1H,(H2,6,7,8,9)",-18.72,FreeSolMinnesota
CCC,"InChI=1S/C3H8/c1-3-2/h3H2,1-2H3",1.98,FreeSolMinnesota
CC(C)(C)C(O)=O,"InChI=1S/C5H10O2/c1-5(2,3)4(6)7/h1-3H3,(H,6,7)",-5.340813689066646,ZangPhysProp
C[C@@H](O)C(F)(F)F,"InChI=1S/C3H5F3O/c1-2(7)3(4,5)6/h2,7H,1H3/t2-/m1/s1",-4.18,FreeSolMinnesota
CC1CCCCC1,"InChI=1S/C7H14/c1-7-5-3-2-4-6-7/h7H,2-6H2,1H3",1.6788653511310987,FreeSolMinnesotaZangPhysProp
Cc1cccc2c1cccc2C,"InChI=1S/C12H12/c1-9-5-3-8-12-10(2)6-4-7-11(9)12/h3-8H,1-2H3",-2.4918164252703585,ZangPhysProp
COC=O,"InChI=1S/C2H4O2/c1-4-2-3/h2H,1H3",-2.8358223056543976,FreeSolMinnesotaZangPhysProp
CCCCBr,"InChI=1S/C4H9Br/c1-2-3-4-5/h2-4H2,1H3",-0.47348649102717383,FreeSolMinnesotaZang
CC(Cl)(Cl)Cl,"InChI=1S/C2H3Cl3/c1-2(3,4)5/h1H3",-0.23829144816016484,FreeSolMinnesotaZangPhysProp
CCCS,"InChI=1S/C3H8S/c1-2-3-4/h4H,2-3H2,1H3",-1.0699133963771474,FreeSolMinnesotaPhysProp
CN(C)c1ccccc1,"InChI=1S/C8H11N/c1-9(2)8-6-4-3-5-7-8/h3-7H,1-2H3",-3.4792779947367394,FreeSolMinnesotaZang
CC(=O)C(C)C,"InChI=1S/C5H10O/c1-4(2)5(3)6/h4H,1-3H3",-3.2547249455741243,FreeSolZang
CCCC(=O)OC,"InChI=1S/C5H10O2/c1-3-4-5(6)7-2/h3-4H2,1-2H3",-2.7785401550528936,FreeSolMinnesotaZangPhysProp
Cc1ccc(C)c(C)c1,"InChI=1S/C9H12/c1-7-4-5-8(2)9(3)6-7/h4-6H,1-3H3",-0.8414690528838991,FreeSolZangPhysProp
CCCCCCCl,"InChI=1S/C6H13Cl/c1-2-3-4-5-6-7/h2-6H2,1H3",-0.0032379060792472594,FreeSolPhysProp
Clc1ccccc1Cl,InChI=1S/C6H4Cl2/c7-5-3-1-2-4-6(5)8/h1-4H,-1.4519609493856542,FreeSolMinnesotaZangPhysProp
C1CCOCC1,InChI=1S/C5H10O/c1-2-4-6-5-3-1/h1-5H2,-3.152119949377177,FreeSolMinnesotaZangPhysProp
CCCCCC=O,"InChI=1S/C6H12O/c1-2-3-4-5-6-7/h6H,2-5H2,1H3",-2.7659667572535587,FreeSolZangPhysProp
CCCN(CC1CC1)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],"InChI=1S/C14H16F3N3O4/c1-2-5-18(8-9-3-4-9)13-11(19(21)22)6-10(14(15,16)17)7-12(13)20(23)24/h6-7,9H,2-5,8H2,1H3",-2.525702659621511,FreeSolMinnesotaZang
CC(C)Cl,"InChI=1S/C3H7Cl/c1-3(2)4/h3H,1-2H3",-0.23626382356006356,FreeSolMinnesotaZang
CCCC(C)(C)O,"InChI=1S/C6H14O/c1-4-5-6(2,3)7/h7H,4-5H2,1-3H3",-3.891106625202912,FreeSolZang
CC(=O)OCCC(C)C,"InChI=1S/C7H14O2/c1-6(2)4-5-9-7(3)8/h6H,4-5H2,1-3H3",-2.2472303129217455,FreeSolZangPhysProp
CC(C)OC=O,"InChI=1S/C4H8O2/c1-4(2)6-3-5/h3-4H,1-2H3",-2.0316670687316725,FreeSolZang
CCC(=O)C,"InChI=1S/C4H8O/c1-3-4(2)5/h3H2,1-2H3",-3.68132987565487,MinnesotaZangPhysProp
CCCCCCCC(C)=O,"InChI=1S/C9H18O/c1-3-4-5-6-7-8-9(2)10/h3-8H2,1-2H3",-2.516271850198079,FreeSolZangPhysProp
CCCc1ccccc1,"InChI=1S/C9H12/c1-2-6-9-7-4-3-5-8-9/h3-5,7-8H,2,6H2,1H3",-0.5128828783128926,FreeSolZangPhysProp
Cl/C=C/Cl,InChI=1S/C2H2Cl2/c3-1-2-4/h1-2H/b2-1+,-0.77,FreeSolMinnesota
c1cc2ccc3cccc4ccc(c1)c2c34,InChI=1S/C16H10/c1-3-11-7-9-13-5-2-6-14-10-8-12(4-1)15(11)16(13)14/h1-10H,-4.5728692024191515,FreeSolZangPhysProp
ClCCBr,InChI=1S/C2H4BrCl/c3-1-2-4/h1-2H2,-1.9493939476234103,FreeSolMinnesotaZangPhysProp
ClCCCCCl,InChI=1S/C4H8Cl2/c5-3-1-2-4-6/h1-4H2,-2.3192660083498016,FreeSolPhysProp
C1CC1,InChI=1S/C3H6/c1-2-3-1/h1-3H2,0.75,FreeSolMinnesota
CN1CCNCC1,"InChI=1S/C5H12N2/c1-7-4-2-6-3-5-7/h6H,2-5H2,1H3",-7.77,FreeSolMinnesota
Brc1ccccc1,InChI=1S/C6H5Br/c7-6-4-2-1-3-5-6/h1-5H,-1.4439664925647089,FreeSolMinnesotaZangPhysProp
COc1cc(C)ccc1O,"InChI=1S/C8H10O2/c1-6-3-4-7(9)8(5-6)10-2/h3-5,9H,1-2H3",-5.804898544188349,FreeSolPhysProp
C(CN)N,InChI=1S/C2H8N2/c3-1-2-4/h1-4H2,-9.73055573728015,MinnesotaPhysProp
CC(=O)OC(C)OC(C)=O,"InChI=1S/C6H10O4/c1-4(7)9-6(3)10-5(2)8/h6H,1-3H3",-4.97,FreeSolMinnesota
CCc1ccccc1C,"InChI=1S/C9H12/c1-3-9-7-5-4-6-8(9)2/h4-7H,3H2,1-2H3",-0.8645957875305583,FreeSolZang
COC(=O)c1ccc(O)cc1,"InChI=1S/C8H8O3/c1-11-8(10)6-2-4-7(9)5-3-6/h2-5,9H,1H3",-9.51,FreeSolMinnesota
CCCSCCC,"InChI=1S/C6H14S/c1-3-5-7-6-4-2/h3-6H2,1-2H3",-1.2487088067220624,FreeSolMinnesotaPhysProp
C=CC#N,"InChI=1S/C3H3N/c1-2-3-4/h2H,1H2",-3.1529966822963846,ZangPhysProp
C=C(Cl)Cl,InChI=1S/C2H2Cl2/c1-2(3)4/h1H2,0.1610537571551253,FreeSolZangPhysProp
CCOc1ccccc1,"InChI=1S/C8H10O/c1-2-9-8-6-4-3-5-7-8/h3-7H,2H2,1H3",-2.2756142278100557,FreeSolMinnesotaZang
FC(F)O[C@H](Cl)C(F)(F)F,"InChI=1S/C3H2ClF5O/c4-1(3(7,8)9)10-2(5)6/h1-2H/t1-/m0/s1",0.10500000000000001,FreeSolMinnesota
CCCCCI,"InChI=1S/C5H11I/c1-2-3-4-5-6/h2-5H2,1H3",-0.13242485770076065,FreeSolMinnesotaPhysProp
CC(=O)c1cccnc1,"InChI=1S/C7H7NO/c1-6(9)7-3-2-4-8-5-7/h2-5H,1H3",-8.257878568062903,FreeSolPhysProp
BrCCBr,InChI=1S/C2H4Br2/c3-1-2-4/h1-2H2,-2.2022007184187604,FreeSolZangPhysProp
CNc1ccccc1,"InChI=1S/C7H9N/c1-8-7-5-3-2-4-6-7/h2-6,8H,1H3",-4.6490496215607795,FreeSolMinnesotaZangPhysProp
Fc1ccccc1,InChI=1S/C6H5F/c7-6-4-2-1-3-5-6/h1-5H,-0.7965617756394666,FreeSolMinnesotaZangPhysProp
Cc1cc2ccccc2cc1,"InChI=1S/C11H10/c1-9-6-7-10-4-2-3-5-11(10)8-9/h2-8H,1H3",-2.343562662124488,ZangPhysProp
CC(C)CCOC=O,"InChI=1S/C6H12O2/c1-6(2)3-4-8-5-7/h5-6H,3-4H2,1-2H3",-2.11635215621818,FreeSolZangPhysProp
c1ccc2c(c1)Oc1ccccc1O2,InChI=1S/C12H8O2/c1-2-6-10-9(5-1)13-11-7-3-4-8-12(11)14-10/h1-8H,-3.170429856156428,FreeSolZang
CCc1ccccc1,"InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",-0.7315163310010201,FreeSolMinnesotaZangPhysProp
CC(C)CC(C)(C)C,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",2.898415468378776,FreeSolMinnesotaZang
CC(C)CCO,"InChI=1S/C5H12O/c1-5(2)3-4-6/h5-6H,3-4H2,1-2H3",-4.476797467168924,FreeSolZangPhysProp
CNC(=O)O/N=C\C(C)(C)SC,"InChI=1S/C7H14N2O2S/c1-7(2,12-4)5-9-11-6(10)8-3/h5H,1-4H3,(H,8,10)/b9-5-",-9.82,FreeSolMinnesota
c1ccc(-c2ccccc2)cc1,InChI=1S/C12H10/c1-3-7-11(8-4-1)12-9-5-2-6-10-12/h1-10H,-2.6577471721165673,FreeSolZangPhysProp
CCCCOC(=O)c1ccc(O)cc1,"InChI=1S/C11H14O3/c1-2-3-8-14-11(13)9-4-6-10(12)7-5-9/h4-7,12H,2-3,8H2,1H3",-8.72,FreeSolMinnesota
CCCCCCCCBr,"InChI=1S/C8H17Br/c1-2-3-4-5-6-7-8-9/h2-8H2,1H3",0.5159341054034514,FreeSolZang
O=c1cc(Cl)[nH]c(=O)[nH]1,"InChI=1S/C4H3ClN2O2/c5-2-1-3(8)7-4(9)6-2/h1H,(H2,6,7,8,9)",-15.83,FreeSolMinnesota
O=Cc1cccnc1,InChI=1S/C6H5NO/c8-5-6-2-1-3-7-4-6/h1-5H,-7.1004624907552785,FreeSolPhysProp
C=CCCCCCC,"InChI=1S/C8H16/c1-3-5-7-8-6-4-2/h3H,1,4-8H2,2H3",1.9195000824818083,FreeSolZang
CC=C(C)C,"InChI=1S/C5H10/c1-4-5(2)3/h4H,1-3H3",1.3095374994446503,FreeSolZang
Cc1cccc(C)c1,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3",-0.7798159642894896,FreeSolMinnesotaZangPhysProp
Sc1ccccc1,"InChI=1S/C6H6S/c7-6-4-2-1-3-5-6/h1-5,7H",-2.546055411337565,FreeSolMinnesotaZang
CCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)c(N)c1[N+](=O)[O-],"InChI=1S/C11H13F3N4O4/c1-3-16(4-2)9-7(17(19)20)5-6(11(12,13)14)8(15)10(9)18(21)22/h5H,3-4,15H2,1-2H3",-5.7143245219068985,FreeSolMinnesotaZang
COC(C)=O,InChI=1S/C3H6O2/c1-3(4)5-2/h1-2H3,-3.2396309539139363,FreeSolMinnesotaZangPhysProp
CCOP(=O)(OCC)O/C(=C/Cl)c1ccc(Cl)cc1Cl,"InChI=1S/C12H14Cl3O4P/c1-3-17-20(16,18-4-2)19-12(8-13)10-6-5-9(14)7-11(10)15/h5-8H,3-4H2,1-2H3/b12-8+",-7.085,FreeSolMinnesota
Cc1ccc(C=O)cc1,"InChI=1S/C8H8O/c1-7-2-4-8(6-9)5-3-7/h2-6H,1H3",-4.278313728540067,FreeSolZang
C=CCCC,"InChI=1S/C5H10/c1-3-5-4-2/h3H,1,4-5H2,2H3",1.6624692539492993,FreeSolMinnesotaZang
CC(C)COC(=O)C(C)C,"InChI=1S/C8H16O2/c1-6(2)5-10-8(9)7(3)4/h6-7H,5H2,1-4H3",-1.6823819526757213,FreeSolZang
C[C@H](O)C(F)(F)F,"InChI=1S/C3H5F3O/c1-2(7)3(4,5)6/h2,7H,1H3/t2-/m0/s1",-4.157574341622855,FreeSolPhysProp
CCCSC(=O)N(CCC)CCC,"InChI=1S/C10H21NOS/c1-4-7-11(8-5-2)10(12)13-9-6-3/h4-9H2,1-3H3",-4.115,FreeSolMinnesota
Cc1cccs1,"InChI=1S/C5H6S/c1-5-3-2-4-6-5/h2-4H,1H3",-1.3756096233033197,FreeSolPhysProp
Clc1ccc(Cl)c(-c2ccccc2)c1,InChI=1S/C12H8Cl2/c13-10-6-7-12(14)11(8-10)9-4-2-1-3-5-9/h1-8H,-2.532527238481784,FreeSolZangPhysProp
CC(C)NC(C)C,"InChI=1S/C6H15N/c1-5(2)7-6(3)4/h5-7H,1-4H3",-3.2480619635662684,FreeSolZang
CCCCCCBr,"InChI=1S/C6H13Br/c1-2-3-4-5-6-7/h2-6H2,1H3",0.17819787449221464,FreeSolZang
CC(=O)C1CC1,"InChI=1S/C5H8O/c1-4(6)5-2-3-5/h5H,2-3H2,1H3",-4.607254918056491,FreeSolPhysProp
CC(C)(C)c1ccccc1,"InChI=1S/C10H14/c1-10(2,3)9-7-5-4-6-8-9/h4-8H,1-3H3",-0.40237299250346004,FreeSolZang
OCc1ccccc1,"InChI=1S/C7H8O/c8-6-7-4-2-1-3-5-7/h1-5,8H,6H2",-6.6223392937989365,FreeSolZangPhysProp
Clc1cc(Cl)c(cc1)-c1ccccc1,InChI=1S/C12H8Cl2/c13-10-6-7-11(12(14)8-10)9-4-2-1-3-5-9/h1-8H,-2.5762821226029993,ZangPhysProp
O=c1[nH]cc(Cl)c(=O)[nH]1,"InChI=1S/C4H3ClN2O2/c5-2-1-6-4(9)7-3(2)8/h1H,(H2,6,7,8,9)",-17.74,FreeSolMinnesota
Oc1ccccc1F,"InChI=1S/C6H5FO/c7-5-3-1-2-4-6(5)8/h1-4,8H",-5.2883352931610235,FreeSolPhysProp
Cn1c(=O)c2c(ncn2C)n(C)c1=O,"InChI=1S/C8H10N4O2/c1-10-4-9-6-5(10)7(13)12(3)8(14)11(6)2/h4H,1-3H3",-12.64,FreeSolMinnesota
CCNc1nc(Cl)nc(NCC)n1,"InChI=1S/C7H12ClN5/c1-3-9-6-11-5(8)12-7(13-6)10-4-2/h3-4H2,1-2H3,(H2,9,10,11,12,13)",-10.133024050944318,FreeSolZang
Cc1ccccc1C,"InChI=1S/C8H10/c1-7-5-3-4-6-8(7)2/h3-6H,1-2H3",-0.9087558641941739,FreeSolMinnesotaZangPhysProp
CCCC(C)(C)C,"InChI=1S/C7H16/c1-5-6-7(2,3)4/h5-6H2,1-4H3",2.876353143318383,FreeSolZang
CCCCC(=O)CCCC,"InChI=1S/C9H18O/c1-3-5-7-9(10)8-6-4-2/h3-8H2,1-2H3",-2.648154346309617,FreeSolMinnesotaZang
c1ccc2ccccc2c1,InChI=1S/C10H8/c1-2-6-10-8-4-3-7-9(10)5-1/h1-8H,-2.378778162392036,FreeSolMinnesotaZangPhysProp
CCCCCCC(=O)OCC,"InChI=1S/C9H18O2/c1-3-5-6-7-8-9(10)11-4-2/h3-8H2,1-2H3",-2.3089204235389786,ZangPhysProp
OC(=O)CCl,"InChI=1S/C2H3ClO2/c3-1-2(4)5/h1H2,(H,4,5)",-8.722084777493565,ZangPhysProp
CC,InChI=1S/C2H6/c1-2/h1-2H3,1.83,FreeSolMinnesota
O=c1[nH]cc(F)c(=O)[nH]1,"InChI=1S/C4H3FN2O2/c5-2-1-6-4(9)7-3(2)8/h1H,(H2,6,7,8,9)",-16.92,FreeSolMinnesota
FC(F)(F)F,"InChI=1S/CF4/c2-1(3,4)5",3.1483108601537793,FreeSolMinnesotaPhysProp
c1ccc2c3c(cccc31)-c1ccccc1-2,InChI=1S/C16H10/c1-2-8-13-12(7-1)14-9-3-5-11-6-4-10-15(13)16(11)14/h1-10H,-4.668520587994173,ZangPhysProp
C=CCCCCC,"InChI=1S/C7H14/c1-3-5-7-6-4-2/h3H,1,4-7H2,2H3",1.671751019044728,FreeSolZang
O=c1[nH]cc(C(F)(F)F)c(=O)[nH]1,"InChI=1S/C5H3F3N2O2/c6-5(7,8)2-1-9-4(12)10-3(2)11/h1H,(H2,9,10,11,12)",-15.46,FreeSolMinnesota
O=[N+]([O-])c1cccc(O)c1,"InChI=1S/C6H5NO3/c8-6-3-1-2-5(4-6)7(9)10/h1-4,8H",-9.637654460743185,FreeSolPhysProp
C1CNC1,"InChI=1S/C3H7N/c1-2-4-3-1/h4H,1-3H2",-5.56,FreeSolMinnesota
C=CCC=C,"InChI=1S/C5H8/c1-3-5-4-2/h3-4H,1-2,5H2",0.9360696122847342,FreeSolZang
C=C(C)c1ccccc1,"InChI=1S/C9H10/c1-8(2)9-6-4-3-5-7-9/h3-7H,1H2,2H3",-1.2889646976844547,FreeSolZang
ClCCCl,InChI=1S/C2H4Cl2/c3-1-2-4/h1-2H2,-1.7879668833758877,FreeSolZangPhysProp
C[N+](=O)[O-],InChI=1S/CH3NO2/c1-2(3)4/h1H3,-4.004048855705429,FreeSolMinnesotaZangPhysProp
CN(C)C,InChI=1S/C3H9N/c1-4(2)3/h1-3H3,-3.1783008538212503,FreeSolMinnesotaZangPhysProp
CCC(=O)OC,"InChI=1S/C4H8O2/c1-3-4(5)6-2/h3H2,1-2H3",-2.9438434714426474,FreeSolMinnesotaZangPhysProp
O=C1NC(=O)c2ccccc21,"InChI=1S/C8H5NO2/c10-7-5-3-1-2-4-6(5)8(11)9-7/h1-4H,(H,9,10,11)",-9.61,FreeSolMinnesota
O=Cc1cccc(O)c1,"InChI=1S/C7H6O2/c8-5-6-2-1-3-7(9)4-6/h1-5,9H",-9.517763010652892,FreeSolMinnesotaPhysProp
CC(=C)C=O,"InChI=1S/C4H6O/c1-4(2)3-5/h3H,1H2,2H3",-2.767162795284653,ZangPhysProp
CCC(C)C,"InChI=1S/C5H12/c1-4-5(2)3/h5H,4H2,1-3H3",2.3696070651473047,FreeSolZang
CCCCCCc1ccccc1,"InChI=1S/C12H18/c1-2-3-4-6-9-12-10-7-5-8-11-12/h5,7-8,10-11H,2-4,6,9H2,1H3",0.025770074306383697,FreeSolZang
CC(C)CCBr,"InChI=1S/C5H11Br/c1-5(2)3-4-6/h5H,3-4H2,1-2H3",0.20957968597426158,ZangPhysProp
[C@@H]1(Cl)[C@@H](Cl)[C@H](Cl)[C@H](Cl)[C@@H](Cl)[C@@H]1Cl,"InChI=1S/C6H6Cl6/c7-1-2(8)4(10)6(12)5(11)3(1)9/h1-6H/t1-,2-,3-,4+,5+,6+",-5.34728899837436,MinnesotaPhysProp
CCCCC,"InChI=1S/C5H12/c1-3-5-4-2/h3-5H2,1-2H3",2.324964796823111,FreeSolMinnesotaZangPhysProp
CSSC,InChI=1S/C2H6S2/c1-3-4-2/h1-2H3,-1.8129535452164214,FreeSolMinnesotaPhysProp
C=CC,"InChI=1S/C3H6/c1-3-2/h3H,1H2,2H3",1.2736957125567898,FreeSolMinnesotaPhysProp
OC(C(F)(F)F)C(F)(F)F,"InChI=1S/C3H2F6O/c4-2(5,6)1(10)3(7,8)9/h1,10H",-3.765087791771321,MinnesotaPhysProp
c1c[nH]cn1,"InChI=1S/C3H4N2/c1-2-5-3-4-1/h1-3H,(H,4,5)",-9.72,FreeSolMinnesota
